"dt","category","orders","buyers","item_gmv","paid_gmv","aov","ontime_rate","bad_review_rate"
"2017-12-07","musical_instruments",2,2,251.92,251.92000000,125.960000,1.0000,0.0000
"2017-12-07","office_furniture",1,1,131.50,131.50000000,131.500000,1.0000,0.0000
"2017-12-07","perfumery",7,7,730.40,730.40000000,104.342857,0.8571,0.0000
"2017-12-07","pet_shop",1,1,113.29,113.29000000,113.290000,1.0000,0.0000
"2017-12-07","small_appliances",1,1,177.36,177.36000000,177.360000,1.0000,0.0000
"2017-12-07","sports_leisure",25,25,3893.21,3893.21000000,155.728400,0.8000,0.0800
"2017-12-07","stationery",5,5,571.16,571.16000000,114.232000,0.8000,0.0000
"2017-12-07","telephony",7,7,310.25,310.25000000,44.321429,1.0000,0.1429
"2017-12-07","toys",23,23,3148.35,3148.35000000,136.884783,0.7391,0.3478
"2017-12-07",unknown,5,5,834.48,834.48000000,166.896000,0.8000,0.0000
"2017-12-07","watches_gifts",12,12,1291.23,1291.23000000,107.602500,1.0000,0.0833
"2017-12-08","agro_industry_and_commerce",1,1,301.76,301.76000000,301.760000,1.0000,0.0000
"2017-12-08","audio",1,1,65.00,65.00000000,65.000000,1.0000,0.0000
"2017-12-08","auto",11,11,2267.94,2267.94000000,206.176364,1.0000,0.0909
"2017-12-08","baby",9,9,975.84,975.84000000,108.426667,0.6667,0.4444
"2017-12-08","bed_bath_table",10,10,1643.12,1643.12000000,164.312000,0.8000,0.3000
"2017-12-08","books_general_interest",3,3,401.21,401.21000000,133.736667,1.0000,0.0000
"2017-12-08","christmas_supplies",1,1,23.20,23.20000000,23.200000,1.0000,0.0000
"2017-12-08","computers_accessories",10,10,2436.35,2436.35000000,243.635000,0.8000,0.3000
"2017-12-08","consoles_games",1,1,52.82,52.82000000,52.820000,1.0000,0.0000
"2017-12-08","construction_tools_safety",2,2,647.97,647.97000000,323.985000,1.0000,0.0000
"2017-12-08","cool_stuff",16,16,2705.56,2705.56000000,169.097500,0.8125,0.1250
"2017-12-08","drinks",1,1,69.43,69.43000000,69.430000,1.0000,0.0000
"2017-12-08","electronics",10,10,671.27,671.27000000,67.127000,1.0000,0.1000
"2017-12-08","fashion_bags_accessories",4,4,483.54,483.54000000,120.885000,1.0000,0.0000
"2017-12-08","furniture_decor",12,12,1386.35,1386.35000000,115.529167,0.6667,0.3333
"2017-12-08","furniture_living_room",1,1,161.30,161.30000000,161.300000,1.0000,1.0000
"2017-12-08","garden_tools",10,10,1324.34,1324.34000000,132.434000,0.6000,0.3000
"2017-12-08","health_beauty",21,21,3719.45,3719.45000000,177.116667,1.0000,0.0476
"2017-12-08","home_construction",2,2,370.49,370.49000000,185.245000,1.0000,0.0000
"2017-12-08","housewares",9,9,1471.93,1471.93000000,163.547778,1.0000,0.0000
"2017-12-08","kitchen_dining_laundry_garden_furniture",1,1,264.87,264.87000000,264.870000,1.0000,0.0000
"2017-12-08","luggage_accessories",3,3,392.52,392.52000000,130.840000,1.0000,0.0000
"2017-12-08","musical_instruments",1,1,194.28,194.28000000,194.280000,1.0000,1.0000
"2017-12-08","office_furniture",3,3,520.17,520.17000000,173.390000,1.0000,0.0000
"2017-12-08","perfumery",8,8,1350.32,1350.32000000,168.790000,1.0000,0.1250
"2017-12-08","pet_shop",1,1,55.74,55.74000000,55.740000,1.0000,0.0000
"2017-12-08","sports_leisure",23,23,4179.10,4179.10000000,181.700000,0.8261,0.2609
"2017-12-08","stationery",4,4,408.79,408.79000000,102.197500,0.5000,0.7500
"2017-12-08","telephony",3,3,114.32,114.32000000,38.106667,1.0000,0.3333
"2017-12-08","toys",14,14,2215.97,2215.97000000,158.283571,1.0000,0.0714
"2017-12-08",unknown,6,6,909.29,909.29000000,151.548333,1.0000,0.0000
"2017-12-08","watches_gifts",8,8,1420.21,1420.21000000,177.526250,0.8750,0.0000
"2017-12-09","air_conditioning",2,2,533.86,533.86000000,266.930000,1.0000,0.0000
"2017-12-09","auto",8,8,2297.23,2297.23000000,287.153750,1.0000,0.2500
"2017-12-09","baby",5,5,730.01,730.01000000,146.002000,0.8000,0.2000
"2017-12-09","bed_bath_table",17,16,1770.94,1770.94000000,104.172941,0.9412,0.1765
"2017-12-09","books_general_interest",1,1,93.99,93.99000000,93.990000,1.0000,1.0000
"2017-12-09","computers_accessories",4,4,513.01,513.01000000,128.252500,0.7500,0.2500
"2017-12-09","consoles_games",1,1,106.17,106.17000000,106.170000,1.0000,0.0000
"2017-12-09","construction_tools_construction",2,2,1287.04,1287.04000000,643.520000,1.0000,0.0000
"2017-12-09","cool_stuff",12,12,2540.76,2540.76000000,211.730000,0.6667,0.1667
"2017-12-09","electronics",5,5,608.59,608.59000000,121.718000,0.8000,0.2000
"2017-12-09","fashion_bags_accessories",2,2,330.93,330.93000000,165.465000,1.0000,0.0000
"2017-12-09","furniture_decor",8,8,919.06,919.06000000,114.882500,1.0000,0.0000
"2017-12-09","garden_tools",7,7,694.06,694.06000000,99.151429,1.0000,0.1429
"2017-12-09","health_beauty",6,6,906.15,906.15000000,151.025000,1.0000,0.0000
"2017-12-09","home_appliances_2",1,1,268.13,268.13000000,268.130000,1.0000,0.0000
"2017-12-09","housewares",1,1,61.09,61.09000000,61.090000,1.0000,1.0000
"2017-12-09","market_place",1,1,68.00,68.00000000,68.000000,1.0000,0.0000
"2017-12-09","musical_instruments",3,3,761.64,761.64000000,253.880000,0.6667,0.6667
"2017-12-09","perfumery",9,9,1113.35,1113.35000000,123.705556,0.7778,0.1111
"2017-12-09","pet_shop",3,3,374.50,374.50000000,124.833333,1.0000,0.0000
"2017-12-09","small_appliances",1,1,66.50,66.50000000,66.500000,1.0000,0.0000
"2017-12-09","sports_leisure",17,17,2591.79,2591.79000000,152.458235,1.0000,0.1176
"2017-12-09","stationery",3,3,467.07,467.07000000,155.690000,1.0000,0.0000
"2017-12-09","tablets_printing_image",1,1,79.17,79.17000000,79.170000,1.0000,0.0000
"2017-12-09","telephony",10,9,817.96,817.96000000,81.796000,1.0000,0.0000
"2017-12-09","toys",12,12,1382.47,1382.47000000,115.205833,0.8333,0.2500
"2017-12-09",unknown,5,5,630.46,630.46000000,126.092000,1.0000,0.0000
"2017-12-09","watches_gifts",7,7,1307.25,1307.25000000,186.750000,0.8571,0.1429
"2017-12-10","agro_industry_and_commerce",1,1,97.78,97.78000000,97.780000,1.0000,0.0000
"2017-12-10","auto",8,8,665.51,665.51000000,83.188750,1.0000,0.0000
"2017-12-10","baby",7,7,873.93,873.93000000,124.847143,1.0000,0.1429
"2017-12-10","bed_bath_table",14,14,1714.97,1893.03000000,122.497857,0.8571,0.2143
"2017-12-10","books_technical",1,1,146.47,146.47000000,146.470000,1.0000,1.0000
"2017-12-10","computers_accessories",9,9,952.65,952.65000000,105.850000,1.0000,0.0000
"2017-12-10","consoles_games",2,2,398.46,398.46000000,199.230000,1.0000,0.0000
"2017-12-10","construction_tools_construction",1,1,631.59,631.59000000,631.590000,1.0000,0.0000
"2017-12-10","cool_stuff",4,4,877.53,877.53000000,219.382500,1.0000,0.0000
"2017-12-10","costruction_tools_garden",1,1,523.31,523.31000000,523.310000,0.0000,1.0000
"2017-12-10","electronics",7,7,240.81,240.81000000,34.401429,0.8571,0.1429
"2017-12-10","fashion_bags_accessories",8,8,469.81,469.81000000,58.726250,0.8750,0.0000
"2017-12-10","fashion_underwear_beach",1,1,61.75,61.75000000,61.750000,1.0000,0.0000
"2017-12-10","food",1,1,31.75,31.75000000,31.750000,1.0000,0.0000
"2017-12-10","furniture_decor",3,3,350.60,350.60000000,116.866667,1.0000,0.3333
"2017-12-10","furniture_living_room",2,1,340.23,340.23000000,170.115000,1.0000,0.0000
"2017-12-10","garden_tools",9,9,1218.21,1218.21000000,135.356667,0.8889,0.3333
"2017-12-10","health_beauty",8,8,893.68,893.68000000,111.710000,1.0000,0.0000
"2017-12-10","home_confort",1,1,432.54,432.54000000,432.540000,0.0000,0.0000
"2017-12-10","home_construction",1,1,80.09,80.09000000,80.090000,1.0000,1.0000
"2017-12-10","housewares",13,13,1951.03,1951.03000000,150.079231,1.0000,0.0000
"2017-12-10","kitchen_dining_laundry_garden_furniture",1,1,407.19,407.19000000,407.190000,0.0000,0.0000
"2017-12-10","luggage_accessories",2,2,725.79,725.79000000,362.895000,1.0000,0.0000
"2017-12-10","market_place",1,1,37.97,37.97000000,37.970000,1.0000,1.0000
"2017-12-10","musical_instruments",1,1,197.73,197.73000000,197.730000,0.0000,1.0000
"2017-12-10","office_furniture",1,1,145.14,145.14000000,145.140000,1.0000,0.0000
"2017-12-10","perfumery",9,8,1062.91,1062.91000000,118.101111,1.0000,0.2222
"2017-12-10","sports_leisure",18,18,2511.37,2511.37000000,139.520556,0.8333,0.1667
"2017-12-10","stationery",2,2,373.87,373.87000000,186.935000,1.0000,0.0000
"2017-12-10","tablets_printing_image",2,2,158.34,168.65000000,79.170000,1.0000,0.0000
"2017-12-10","telephony",9,9,814.83,814.82000000,90.536667,0.8889,0.2222
"2017-12-10","toys",23,23,3478.46,3478.46000000,151.237391,0.9130,0.1304
"2017-12-10",unknown,5,5,540.61,540.61000000,108.122000,1.0000,0.0000
"2017-12-10","watches_gifts",11,11,4220.52,4220.52000000,383.683636,1.0000,0.0909
"2017-12-11","audio",2,2,130.88,130.88000000,65.440000,0.5000,0.5000
"2017-12-11","auto",14,14,1929.56,1929.56000000,137.825714,1.0000,0.0714
"2017-12-11","baby",7,7,1805.80,1805.80000000,257.971429,1.0000,0.1429
"2017-12-11","bed_bath_table",23,23,2354.83,2354.83000000,102.383913,0.8696,0.2174
"2017-12-11","books_general_interest",2,2,180.44,180.44000000,90.220000,1.0000,0.0000
"2017-12-11","books_technical",1,1,292.50,292.50000000,292.500000,1.0000,0.0000
"2017-12-11","christmas_supplies",1,1,63.72,63.72000000,63.720000,1.0000,0.0000
"2017-12-11","computers",1,1,657.63,657.63000000,657.630000,1.0000,0.0000
"2017-12-11","computers_accessories",8,8,1220.98,1220.98000000,152.622500,0.8750,0.0000
"2017-12-11","consoles_games",5,5,1029.53,1029.53000000,205.906000,0.8000,0.4000
"2017-12-11","construction_tools_construction",1,1,89.27,89.27000000,89.270000,1.0000,0.0000
"2017-12-11","cool_stuff",13,13,2144.51,2144.51000000,164.962308,1.0000,0.2308
"2017-12-11","costruction_tools_tools",1,1,43.98,43.98000000,43.980000,1.0000,0.0000
"2017-12-11","drinks",1,1,64.19,64.19000000,64.190000,1.0000,0.0000
"2017-12-11","electronics",9,9,423.40,423.40000000,47.044444,1.0000,0.0000
"2017-12-11","fashion_bags_accessories",6,5,520.72,624.09000000,86.786667,1.0000,0.0000
"2017-12-11","fashion_sport",1,1,76.76,76.76000000,76.760000,1.0000,0.0000
"2017-12-11","fixed_telephony",1,1,74.56,74.56000000,74.560000,1.0000,0.0000
"2017-12-11","food_drink",2,2,266.34,266.34000000,133.170000,1.0000,0.0000
"2017-12-11","furniture_decor",8,8,772.78,772.78000000,96.597500,0.8750,0.3750
"2017-12-11","furniture_living_room",1,1,70.27,70.27000000,70.270000,1.0000,0.0000
"2017-12-11","garden_tools",6,6,566.37,566.37000000,94.395000,0.8333,0.1667
"2017-12-11","health_beauty",22,22,3285.71,3285.71000000,149.350455,0.9545,0.2727
"2017-12-11","home_confort",1,1,94.69,189.38000000,94.690000,1.0000,0.0000
"2017-12-11","home_construction",2,2,567.62,567.62000000,283.810000,1.0000,0.0000
"2017-12-11","housewares",9,9,838.96,838.96000000,93.217778,1.0000,0.1111
"2017-12-11","kitchen_dining_laundry_garden_furniture",1,1,390.32,390.32000000,390.320000,1.0000,0.0000
"2017-12-11","luggage_accessories",1,1,50.10,50.10000000,50.100000,0.0000,0.0000
"2017-12-11","musical_instruments",1,1,155.36,155.36000000,155.360000,1.0000,0.0000
"2017-12-11","office_furniture",5,5,930.18,930.18000000,186.036000,1.0000,0.0000
"2017-12-11","party_supplies",1,1,276.65,276.65000000,276.650000,1.0000,0.0000
"2017-12-11","perfumery",11,11,1710.99,1710.99000000,155.544545,1.0000,0.2727
"2017-12-11","pet_shop",1,1,123.42,123.42000000,123.420000,1.0000,0.0000
"2017-12-11","sports_leisure",23,22,4235.16,4235.16000000,184.137391,0.8696,0.0870
"2017-12-11","stationery",12,12,1524.18,1524.18000000,127.015000,1.0000,0.0833
"2017-12-11","telephony",7,7,500.78,500.78000000,71.540000,1.0000,0.0000
"2017-12-11","toys",29,29,4939.19,4939.19000000,170.316897,0.8966,0.1724
"2017-12-11",unknown,6,6,520.25,520.25000000,86.708333,0.8333,0.3333
"2017-12-11","watches_gifts",19,19,3511.30,3511.30000000,184.805263,0.9474,0.1053
"2017-12-12","auto",11,11,2335.31,2335.31000000,212.300909,1.0000,0.1818
"2017-12-12","baby",6,6,614.36,614.36000000,102.393333,0.8333,0.1667
"2017-12-12","bed_bath_table",18,18,2385.49,2385.49000000,132.527222,0.8889,0.2222
"2017-12-12","books_general_interest",2,2,174.66,174.66000000,87.330000,0.5000,0.5000
"2017-12-12","christmas_supplies",1,1,31.66,31.66000000,31.660000,1.0000,0.0000
"2017-12-12","computers",1,1,1381.83,1381.83000000,1381.830000,1.0000,0.0000
"2017-12-12","computers_accessories",10,10,1605.23,1605.23000000,160.523000,0.9000,0.2000
"2017-12-12","consoles_games",3,3,222.32,222.32000000,74.106667,1.0000,0.3333
"2017-12-12","construction_tools_construction",2,2,258.97,258.97000000,129.485000,1.0000,0.5000
"2017-12-12","cool_stuff",11,11,1669.85,1669.85000000,151.804545,1.0000,0.0000
"2017-12-12","costruction_tools_tools",1,1,43.98,43.98000000,43.980000,1.0000,0.0000
"2017-12-12","drinks",1,1,61.43,61.43000000,61.430000,0.0000,0.0000
"2017-12-12","dvds_blu_ray",1,1,135.49,135.49000000,135.490000,1.0000,0.0000
"2017-12-12","electronics",13,13,518.72,518.72000000,39.901538,0.9231,0.1538
"2017-12-12","fashion_bags_accessories",3,3,179.94,179.94000000,59.980000,1.0000,0.0000
"2017-12-12","fashion_shoes",1,1,73.64,73.64000000,73.640000,1.0000,0.0000
"2017-12-12","fashion_underwear_beach",1,1,125.52,125.52000000,125.520000,1.0000,0.0000
"2017-12-12","food",1,1,164.10,164.10000000,164.100000,1.0000,0.0000
"2017-12-12","food_drink",1,1,55.91,55.91000000,55.910000,1.0000,0.0000
"2017-12-12","furniture_decor",23,22,2378.28,2547.72000000,103.403478,0.9565,0.1739
"2017-12-12","furniture_mattress_and_upholstery",1,1,74.21,74.21000000,74.210000,1.0000,1.0000
"2017-12-12","garden_tools",6,6,537.27,537.27000000,89.545000,0.8333,0.0000
"2017-12-12","health_beauty",15,14,2678.64,2766.28000000,178.576000,0.8667,0.1333
"2017-12-12","home_appliances_2",1,1,143.15,143.15000000,143.150000,1.0000,0.0000
"2017-12-12","home_confort",1,1,430.23,430.23000000,430.230000,1.0000,0.0000
"2017-12-12","home_construction",2,2,700.48,700.48000000,350.240000,1.0000,0.5000
"2017-12-12","housewares",13,13,1787.17,1787.17000000,137.474615,0.8462,0.3077
"2017-12-12","industry_commerce_and_business",1,1,105.30,105.30000000,105.300000,1.0000,0.0000
"2017-12-12","luggage_accessories",1,1,165.79,165.79000000,165.790000,1.0000,0.0000
"2017-12-12","market_place",1,1,49.09,49.09000000,49.090000,1.0000,0.0000
"2017-12-12","musical_instruments",3,3,795.60,795.60000000,265.200000,0.6667,0.3333
"2017-12-12","office_furniture",3,3,682.91,682.91000000,227.636667,0.6667,0.3333
"2017-12-12","perfumery",9,9,1653.99,1653.99000000,183.776667,1.0000,0.0000
"2017-12-12","pet_shop",3,3,332.86,332.86000000,110.953333,1.0000,0.0000
"2017-12-12","signaling_and_security",1,1,123.29,123.29000000,123.290000,1.0000,0.0000
"2017-12-12","small_appliances",3,3,372.12,372.12000000,124.040000,1.0000,0.0000
"2017-12-12","sports_leisure",14,14,3174.71,3174.71000000,226.765000,0.7143,0.2857
"2017-12-12","stationery",8,8,1312.33,1312.33000000,164.041250,0.8750,0.2500
"2017-12-12","tablets_printing_image",1,1,79.17,79.17000000,79.170000,1.0000,0.0000
"2017-12-12","telephony",7,7,495.42,495.42000000,70.774286,1.0000,0.1429
"2017-12-12","toys",23,23,3546.42,3546.42000000,154.192174,0.8696,0.2609
"2017-12-12",unknown,3,3,407.83,407.83000000,135.943333,0.6667,0.0000
"2017-12-12","watches_gifts",22,22,3708.16,3708.16000000,168.552727,0.9545,0.0909
"2017-12-13","auto",11,11,1129.33,1129.33000000,102.666364,1.0000,0.1818
"2017-12-13","baby",4,4,830.21,830.21000000,207.552500,1.0000,0.2500
"2017-12-13","bed_bath_table",15,15,1935.92,1935.92000000,129.061333,0.8000,0.2000
"2017-12-13","books_general_interest",1,1,31.63,31.63000000,31.630000,1.0000,0.0000
"2017-12-13","christmas_supplies",1,1,54.00,54.00000000,54.000000,1.0000,0.0000
"2017-12-13","computers_accessories",9,8,2173.99,2173.99000000,241.554444,1.0000,0.2222
"2017-12-13","consoles_games",2,2,477.40,477.40000000,238.700000,0.5000,0.5000
"2017-12-13","construction_tools_construction",2,2,256.97,256.97000000,128.485000,1.0000,0.5000
"2017-12-13","cool_stuff",10,10,1307.86,1307.86000000,130.786000,0.9000,0.3000
"2017-12-13","electronics",6,6,543.56,543.56000000,90.593333,0.8333,0.0000
"2017-12-13","fashion_bags_accessories",5,5,1059.04,1059.04000000,211.808000,0.8000,0.2000
"2017-12-13","fashion_male_clothing",1,1,61.84,61.84000000,61.840000,1.0000,0.0000
"2017-12-13","fashion_shoes",2,2,197.02,295.53000000,98.510000,1.0000,0.5000
"2017-12-13","fashion_underwear_beach",1,1,71.82,71.82000000,71.820000,1.0000,0.0000
"2017-12-13","furniture_decor",7,7,1004.31,1004.31000000,143.472857,1.0000,0.1429
"2017-12-13","furniture_living_room",1,1,70.46,70.46000000,70.460000,1.0000,0.0000
"2017-12-13","furniture_mattress_and_upholstery",1,1,121.69,121.69000000,121.690000,1.0000,0.0000
"2017-12-13","garden_tools",10,10,2931.33,2931.33000000,293.133000,0.9000,0.1000
"2017-12-13","health_beauty",24,21,3609.42,3984.30000000,150.392500,0.9583,0.0417
"2017-12-13","home_appliances_2",1,1,287.27,287.27000000,287.270000,1.0000,0.0000
"2017-12-13","home_confort",1,1,63.11,63.11000000,63.110000,1.0000,0.0000
"2017-12-13","home_construction",2,2,740.41,740.41000000,370.205000,1.0000,0.0000
"2017-12-13","housewares",8,8,1188.65,1188.64000000,148.581250,1.0000,0.1250
"2017-12-13","industry_commerce_and_business",1,1,97.17,97.17000000,97.170000,1.0000,0.0000
"2017-12-13","luggage_accessories",2,2,400.31,400.31000000,200.155000,1.0000,0.5000
"2017-12-13","musical_instruments",1,1,95.22,95.22000000,95.220000,1.0000,0.0000
"2017-12-13","office_furniture",3,3,748.18,748.18000000,249.393333,1.0000,0.3333
"2017-12-13","perfumery",12,12,1811.83,1811.83000000,150.985833,1.0000,0.0833
"2017-12-13","pet_shop",3,3,414.78,414.78000000,138.260000,1.0000,0.0000
"2017-12-13","small_appliances",2,2,102.74,102.74000000,51.370000,1.0000,0.5000
"2017-12-13","sports_leisure",16,16,2490.77,2493.23000000,155.673125,1.0000,0.0625
"2017-12-13","stationery",10,10,1276.50,1276.50000000,127.650000,1.0000,0.2000
"2017-12-13","telephony",2,2,131.13,131.13000000,65.565000,1.0000,0.0000
"2017-12-13","toys",16,16,1971.88,1971.88000000,123.242500,1.0000,0.1250
"2017-12-13",unknown,6,6,660.60,660.60000000,110.100000,1.0000,0.1667
"2017-12-13","watches_gifts",18,18,3358.00,3358.00000000,186.555556,0.9444,0.2222
"2017-12-14","audio",1,1,235.28,235.28000000,235.280000,1.0000,0.0000
"2017-12-14","auto",13,13,3914.96,3914.96000000,301.150769,0.8462,0.3077
"2017-12-14","baby",4,4,939.17,939.17000000,234.792500,1.0000,0.0000
"2017-12-14","bed_bath_table",14,14,1154.00,1154.00000000,82.428571,1.0000,0.2143
"2017-12-14","books_general_interest",1,1,54.79,54.79000000,54.790000,1.0000,0.0000
"2017-12-14","books_imported",1,1,92.29,92.29000000,92.290000,1.0000,0.0000
"2017-12-14","computers_accessories",8,8,1880.02,1880.02000000,235.002500,0.7500,0.1250
"2017-12-14","consoles_games",5,5,228.70,228.70000000,45.740000,0.8000,0.2000
"2017-12-14","cool_stuff",6,6,1372.43,1372.43000000,228.738333,0.8333,0.5000
"2017-12-14","drinks",1,1,61.43,61.43000000,61.430000,1.0000,0.0000
"2017-12-14","electronics",6,6,219.95,219.95000000,36.658333,1.0000,0.1667
"2017-12-14","fashion_bags_accessories",4,4,463.08,463.08000000,115.770000,1.0000,0.2500
"2017-12-14","furniture_decor",7,7,520.01,520.01000000,74.287143,0.7143,0.1429
"2017-12-14","furniture_living_room",1,1,230.82,230.82000000,230.820000,1.0000,1.0000
"2017-12-14","garden_tools",8,8,1100.45,1100.45000000,137.556250,1.0000,0.1250
"2017-12-14","health_beauty",11,11,1948.16,1948.16000000,177.105455,1.0000,0.0909
"2017-12-14","home_construction",2,2,521.88,521.88000000,260.940000,1.0000,0.0000
"2017-12-14","housewares",8,8,754.12,754.12000000,94.265000,1.0000,0.3750
"2017-12-14","kitchen_dining_laundry_garden_furniture",2,2,514.35,514.35000000,257.175000,1.0000,0.0000
"2017-12-14","market_place",1,1,57.68,57.68000000,57.680000,1.0000,0.0000
"2017-12-14","musical_instruments",4,3,1555.51,1555.51000000,388.877500,0.7500,0.0000
"2017-12-14","office_furniture",1,1,374.72,374.72000000,374.720000,1.0000,0.0000
"2017-12-14","perfumery",9,9,1153.40,1153.40000000,128.155556,1.0000,0.0000
"2017-12-14","pet_shop",1,1,37.47,37.47000000,37.470000,1.0000,0.0000
"2017-12-14","small_appliances",1,1,1042.51,1042.51000000,1042.510000,0.0000,0.0000
"2017-12-14","sports_leisure",25,25,3333.16,3333.16000000,133.326400,1.0000,0.0000
"2017-12-14","stationery",12,12,1546.17,1546.17000000,128.847500,1.0000,0.0000
"2017-12-14","tablets_printing_image",1,1,79.17,79.17000000,79.170000,1.0000,0.0000
"2017-12-14","telephony",12,12,824.12,824.12000000,68.676667,0.9167,0.2500
"2017-12-14","toys",17,17,1847.63,1847.63000000,108.684118,1.0000,0.0588
"2017-12-14",unknown,2,2,203.27,203.27000000,101.635000,1.0000,0.0000
"2017-12-14","watches_gifts",6,6,942.60,942.60000000,157.100000,1.0000,0.1667
"2017-12-15","audio",2,2,120.55,120.55000000,60.275000,1.0000,0.5000
"2017-12-15","auto",12,12,1908.06,1908.06000000,159.005000,0.7500,0.3333
"2017-12-15","baby",5,5,1336.13,1336.13000000,267.226000,0.8000,0.0000
"2017-12-15","bed_bath_table",18,18,1650.18,1650.18000000,91.676667,0.9444,0.1111
"2017-12-15","books_general_interest",1,1,42.27,42.27000000,42.270000,1.0000,0.0000
"2017-12-15","computers",1,1,2732.06,2732.06000000,2732.060000,1.0000,0.0000
"2017-12-15","computers_accessories",6,6,2735.48,2735.48000000,455.913333,0.8333,0.5000
"2017-12-15","consoles_games",2,2,79.20,79.20000000,39.600000,1.0000,0.0000
"2017-12-15","cool_stuff",9,9,1283.46,1283.46000000,142.606667,1.0000,0.1111
"2017-12-15","drinks",1,1,67.61,67.61000000,67.610000,1.0000,0.0000
"2017-12-15","electronics",5,5,534.18,534.18000000,106.836000,0.8000,0.2000
"2017-12-15","fashion_bags_accessories",4,4,349.03,349.03000000,87.257500,1.0000,0.0000
"2017-12-15","fashion_shoes",2,2,219.66,219.66000000,109.830000,1.0000,0.0000
"2017-12-15","fashion_underwear_beach",1,1,170.84,170.84000000,170.840000,1.0000,1.0000
"2017-12-15","food_drink",3,3,155.74,155.74000000,51.913333,1.0000,0.0000
"2017-12-15","furniture_decor",9,9,1054.65,1054.65000000,117.183333,1.0000,0.0000
"2017-12-15","furniture_living_room",1,1,62.23,62.23000000,62.230000,1.0000,0.0000
"2017-12-15","garden_tools",6,6,538.38,538.38000000,89.730000,0.8333,0.1667
"2017-12-15","health_beauty",18,18,4147.72,4147.72000000,230.428889,1.0000,0.0000
"2017-12-15","home_construction",2,2,513.66,513.66000000,256.830000,1.0000,0.5000
"2017-12-15","housewares",7,7,763.94,763.94000000,109.134286,0.8571,0.1429
"2017-12-15","industry_commerce_and_business",1,1,282.01,282.01000000,282.010000,1.0000,0.0000
"2017-12-15","luggage_accessories",2,2,433.05,433.05000000,216.525000,1.0000,0.0000
"2017-12-15","musical_instruments",1,1,196.12,196.12000000,196.120000,1.0000,0.0000
"2017-12-15","perfumery",9,9,963.16,963.16000000,107.017778,1.0000,0.0000
"2017-12-15","pet_shop",4,4,481.33,481.33000000,120.332500,1.0000,0.0000
"2017-12-15","small_appliances",1,1,211.60,211.60000000,211.600000,1.0000,0.0000
"2017-12-15","sports_leisure",15,15,2327.61,2327.61000000,155.174000,1.0000,0.0000
"2017-12-15","stationery",8,8,1090.86,1090.86000000,136.357500,0.7500,0.3750
"2017-12-15","telephony",10,10,489.56,489.56000000,48.956000,1.0000,0.1000
"2017-12-15","toys",5,5,783.71,783.71000000,156.742000,1.0000,0.0000
"2017-12-15",unknown,1,1,139.38,139.38000000,139.380000,1.0000,0.0000
"2017-12-15","watches_gifts",13,13,2643.43,2643.43000000,203.340769,1.0000,0.1538
"2017-12-16","art",1,1,18.82,18.82000000,18.820000,1.0000,0.0000
"2017-12-16","audio",1,1,98.23,98.23000000,98.230000,1.0000,0.0000
"2017-12-16","auto",5,5,1096.85,1096.85000000,219.370000,0.6000,0.2000
"2017-12-16","baby",4,4,568.64,568.64000000,142.160000,1.0000,0.0000
"2017-12-16","bed_bath_table",14,14,1971.39,1971.38000000,140.813571,0.9286,0.2143
"2017-12-16","books_general_interest",2,2,182.66,182.66000000,91.330000,1.0000,0.0000
"2017-12-16","computers",3,3,3390.29,3390.29000000,1130.096667,0.6667,0.6667
"2017-12-16","computers_accessories",5,5,412.96,412.96000000,82.592000,1.0000,0.4000
"2017-12-16","consoles_games",5,5,316.08,316.08000000,63.216000,1.0000,0.0000
"2017-12-16","construction_tools_safety",1,1,396.35,396.35000000,396.350000,1.0000,1.0000
"2017-12-16","cool_stuff",4,4,850.76,850.76000000,212.690000,1.0000,0.0000
"2017-12-16","costruction_tools_tools",1,1,220.54,220.54000000,220.540000,1.0000,0.0000
"2017-12-16","drinks",3,3,144.25,144.25000000,48.083333,1.0000,0.3333
"2017-12-16","electronics",4,4,325.67,325.67000000,81.417500,0.7500,0.2500
"2017-12-16","fashion_bags_accessories",4,4,282.91,282.91000000,70.727500,1.0000,0.0000
"2017-12-16","furniture_decor",7,7,780.01,780.01000000,111.430000,1.0000,0.0000
"2017-12-16","garden_tools",4,4,488.77,488.77000000,122.192500,1.0000,0.0000
"2017-12-16","health_beauty",9,9,1537.04,1537.04000000,170.782222,1.0000,0.1111
"2017-12-16","home_construction",1,1,55.10,55.10000000,55.100000,1.0000,0.0000
"2017-12-16","housewares",3,3,479.25,479.25000000,159.750000,1.0000,0.0000
"2017-12-16","market_place",1,1,108.73,108.73000000,108.730000,1.0000,0.0000
"2017-12-16","musical_instruments",2,2,185.27,185.27000000,92.635000,1.0000,0.0000
"2017-12-16","perfumery",9,9,1229.55,1229.55000000,136.616667,1.0000,0.2222
"2017-12-16","pet_shop",3,3,300.69,300.69000000,100.230000,0.6667,0.3333
"2017-12-16","sports_leisure",7,7,1522.95,1522.95000000,217.564286,1.0000,0.1429
"2017-12-16","stationery",4,4,502.85,502.85000000,125.712500,1.0000,0.0000
"2017-12-16","telephony",4,4,164.07,164.07000000,41.017500,0.7500,0.0000
"2017-12-16","toys",3,3,256.63,256.63000000,85.543333,1.0000,0.0000
"2017-12-16",unknown,5,5,693.39,693.39000000,138.678000,1.0000,0.2000
